Cod. Promo��o    ;Ds. Promo��o       ;Ds. Referencia     ;Cod. Produto       ;Dt. Inicio        ;Dt. Final      ;Vl. Anterior   ;Vl. Promo��o
168;50% COLECAO ESTOQUE;M2715012;24543;07/05/2020;31/12/2021;182,9;91,45
174;BLACK 2020;M3021010;22926;10/11/2020;31/12/2021;599;299,5
174;BLACK 2020;M3021014;22969;10/11/2020;31/12/2021;599,9;299,95
174;BLACK 2020;M3021014;22970;10/11/2020;31/12/2021;599,9;299,95
174;BLACK 2020;M3021016;22974;10/11/2020;31/12/2021;699,9;349,95
174;BLACK 2020;M3021016;22977;10/11/2020;31/12/2021;699,9;349,95
168;50% COLECAO ESTOQUE;M2713056;26081;07/05/2020;31/12/2021;99,9;49,95
168;50% COLECAO ESTOQUE;M2615011;21634;07/05/2020;31/12/2021;129,9;64,95
168;50% COLECAO ESTOQUE;M2915019;28724;07/05/2020;31/12/2021;179,9;89,95
168;50% COLECAO ESTOQUE;M2727004;24653;07/05/2020;31/12/2021;209,9;104,95
174;BLACK 2020;M3021003;22787;10/11/2020;31/12/2021;499,9;249,95
174;BLACK 2020;M3021004;22795;10/11/2020;31/12/2021;599;299,5
174;BLACK 2020;M3021004;22796;10/11/2020;31/12/2021;599;299,5
174;BLACK 2020;M3011008;22844;10/11/2020;31/12/2021;269,9;134,95
174;BLACK 2020;M3011004;22876;10/11/2020;31/12/2021;249,9;124,95
174;BLACK 2020;M3011007;22891;10/11/2020;31/12/2021;169,9;84,95
174;BLACK 2020;M3011007;22900;10/11/2020;31/12/2021;169,9;84,95
174;BLACK 2020;M3012002;22915;10/11/2020;31/12/2021;499,9;249,95
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3219013;40941;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3219013;40945;06/04/2020;31/12/2021;129;64,5
180;SALE 2021 CORRETA;M3119003;30985;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;30992;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;30995;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;31004;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;31006;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3120015;35217;26/12/2020;31/03/2021;0;0
193;PROMOCAO MOLETOM 30;M3121054;36730;10/03/2021;30/06/2021;199;99,5
169;50% - JEANS + POESIA CONCRETA;M3115017;33738;19/05/2020;31/12/2021;169;84,5
168;50% COLECAO ESTOQUE;M3223001;37228;07/05/2020;31/12/2021;119;59,5
180;SALE 2021 CORRETA;M3213006;37356;26/12/2020;31/03/2021;279;139,5
176;BLACK 2020;M3213008;37358;13/11/2020;31/12/2021;179;107,4
176;BLACK 2020;M3213008;37595;13/11/2020;31/12/2021;179;107,4
180;SALE 2021 CORRETA;M3212008;37604;26/12/2020;31/03/2021;189;94,5
180;SALE 2021 CORRETA;M3111006;31731;26/12/2020;31/03/2021;139,9;69,95
180;SALE 2021 CORRETA;M3111006;31732;26/12/2020;31/03/2021;139,9;69,95
180;SALE 2021 CORRETA;M3111006;31734;26/12/2020;31/03/2021;139,9;69,95
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3211011;38548;06/04/2020;31/12/2021;99;49,5
168;50% COLECAO ESTOQUE;M3222003;38922;07/05/2020;31/12/2021;379;189,5
180;SALE 2021 CORRETA;M3219003;39021;26/12/2020;31/03/2021;119;59,5
180;SALE 2021 CORRETA;M3220005;39884;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3220005;39885;26/12/2020;31/03/2021;149;74,5
174;BLACK 2020;M3011007;29346;10/11/2020;31/12/2021;169,9;84,95
174;BLACK 2020;M3011007;29348;10/11/2020;31/12/2021;169,9;84,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31291;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31294;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31299;19/05/2020;31/12/2021;139,9;69,95
169;50% - JEANS + POESIA CONCRETA;M2929006;31305;19/05/2020;31/12/2021;139,9;69,95
168;50% COLECAO ESTOQUE;M3115015;33138;07/05/2020;31/12/2021;159;79,5
168;50% COLECAO ESTOQUE;M3115015;33139;07/05/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3220005;39887;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3220005;39888;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3220005;39890;26/12/2020;31/03/2021;149;74,5
168;50% COLECAO ESTOQUE;M3221043;39872;07/05/2020;31/12/2021;159;79,5
174;BLACK 2020;M3210021;40618;10/11/2020;31/12/2021;89;44,5
168;50% COLECAO ESTOQUE;M3111014;32167;07/05/2020;31/12/2021;149;74,5
168;50% COLECAO ESTOQUE;M3123019;36678;07/05/2020;31/12/2021;69;34,5
180;SALE 2021 CORRETA;M3120015;33906;26/12/2020;31/03/2021;159;79,5
174;BLACK 2020;M3224091;40828;10/11/2020;31/12/2021;89;44,5
174;BLACK 2020;M3224092;42098;10/11/2020;31/12/2021;59;29,5
174;BLACK 2020;M3224092;42100;10/11/2020;31/12/2021;59;29,5
168;50% COLECAO ESTOQUE;M3221044;41725;07/05/2020;31/12/2021;239;119,5
174;BLACK 2020;M3224064;42039;10/11/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3418005;42283;19/05/2020;31/12/2021;169;84,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3110019;33495;23/03/2021;30/06/2021;99;69,3
168;50% COLECAO ESTOQUE;M3129017;33588;07/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3113018;33911;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3418002;42954;19/05/2020;31/12/2021;169;84,5
169;50% - JEANS + POESIA CONCRETA;M3418002;42955;19/05/2020;31/12/2021;169;84,5
169;50% - JEANS + POESIA CONCRETA;M3418002;42958;19/05/2020;31/12/2021;169;84,5
169;50% - JEANS + POESIA CONCRETA;M3418002;42960;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415002;43283;06/04/2020;31/12/2021;199;99,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3210023;41528;06/04/2020;31/12/2021;99;49,5
176;BLACK 2020;M3213007;43746;13/11/2020;31/12/2021;169;101,4
180;SALE 2021 CORRETA;M3212008;43747;26/12/2020;31/03/2021;189;94,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3110019;33476;23/03/2021;30/06/2021;99;69,3
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3411010;44246;06/04/2020;31/12/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418012;43861;06/04/2020;31/12/2021;189;94,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424005;43990;06/04/2020;31/12/2021;129;64,5
169;50% - JEANS + POESIA CONCRETA;M3415007;44740;19/05/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424024;44769;06/04/2020;31/12/2021;69;34,5
169;50% - JEANS + POESIA CONCRETA;M3420008;44772;19/05/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415010;44839;06/04/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3424028;44163;19/05/2020;31/12/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420006;44851;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420006;44852;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420006;44854;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412007;44976;06/04/2020;31/12/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412007;44977;06/04/2020;31/12/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3418002;41962;19/05/2020;31/12/2021;169;84,5
169;50% - JEANS + POESIA CONCRETA;M3418002;42490;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218038;42509;06/04/2020;31/12/2021;209;104,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218038;42515;06/04/2020;31/12/2021;209;104,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421004;43698;06/04/2020;31/12/2021;219;109,5
168;50% COLECAO ESTOQUE;M3113016;33117;07/05/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421004;43703;06/04/2020;31/12/2021;219;109,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418019;44059;06/04/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418021;44151;06/04/2020;31/12/2021;289;144,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3429007;44158;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3218052;44179;06/04/2020;31/12/2021;249;124,5
180;SALE 2021 CORRETA;M3224096;41596;26/12/2020;31/03/2021;99;49,5
174;BLACK 2020;M3210022;41607;10/11/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424008;44211;06/04/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423010;44434;06/04/2020;31/12/2021;49;24,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423010;44435;06/04/2020;31/12/2021;49;24,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3411011;44289;06/04/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423012;44460;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423012;44466;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423012;44470;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412012;44497;06/04/2020;31/12/2021;139;69,5
170;5% COLECAO NOVA;M3413002;44556;21/05/2020;31/12/2021;139;132,05
174;BLACK 2020;M3210007;37574;10/11/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3224104;42506;06/04/2020;31/12/2021;109;54,5
180;SALE 2021 CORRETA;M3120015;34062;26/12/2020;31/03/2021;159;79,5
180;SALE 2021 CORRETA;M3120015;34063;26/12/2020;31/03/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3126007;35802;06/04/2020;31/12/2021;199;99,5
168;50% COLECAO ESTOQUE;M3222036;40472;07/05/2020;31/12/2021;229;114,5
168;50% COLECAO ESTOQUE;M3222036;40476;07/05/2020;31/12/2021;229;114,5
168;50% COLECAO ESTOQUE;M3222036;40477;07/05/2020;31/12/2021;229;114,5
168;50% COLECAO ESTOQUE;M3222036;40478;07/05/2020;31/12/2021;229;114,5
174;BLACK 2020;M3218041;41413;10/11/2020;31/12/2021;159;79,5
174;BLACK 2020;M3218041;41417;10/11/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3210030;41905;06/04/2020;31/12/2021;79;39,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418003;42443;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3126009;36246;06/04/2020;31/12/2021;249;124,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418003;42451;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424013;43202;06/04/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424013;43204;06/04/2020;31/12/2021;119;59,5
168;50% COLECAO ESTOQUE;M3224115;43568;07/05/2020;31/12/2021;69;34,5
168;50% COLECAO ESTOQUE;M3224115;43571;07/05/2020;31/12/2021;69;34,5
168;50% COLECAO ESTOQUE;M3224115;43573;07/05/2020;31/12/2021;69;34,5
168;50% COLECAO ESTOQUE;M2915019;29498;07/05/2020;31/12/2021;179,9;89,95
168;50% COLECAO ESTOQUE;M3127012;35890;07/05/2020;31/12/2021;129;64,5
168;50% COLECAO ESTOQUE;M3221043;40098;07/05/2020;31/12/2021;169;84,5
168;50% COLECAO ESTOQUE;M3221043;40105;07/05/2020;31/12/2021;169;84,5
174;BLACK 2020;M3218037;41032;10/11/2020;31/12/2021;199;99,5
174;BLACK 2020;M3218037;41037;10/11/2020;31/12/2021;199;99,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410001;43354;06/04/2020;31/12/2021;109;54,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410001;43352;06/04/2020;31/12/2021;109;54,5
180;SALE 2021 CORRETA;M3210031;43377;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3210031;43379;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3210031;43381;26/12/2020;31/03/2021;89;44,5
180;SALE 2021 CORRETA;M3210031;43385;26/12/2020;31/03/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415001;44116;06/04/2020;31/12/2021;189;94,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412005;44277;06/04/2020;31/12/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3423011;44521;19/05/2020;31/12/2021;89;44,5
174;BLACK 2020;M3212030;41207;10/11/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3211011;41525;06/04/2020;31/12/2021;99;49,5
180;SALE 2021 CORRETA;M3224097;42693;26/12/2020;31/03/2021;99;49,5
180;SALE 2021 CORRETA;M3224097;42695;26/12/2020;31/03/2021;99;49,5
180;SALE 2021 CORRETA;M3224097;42699;26/12/2020;31/03/2021;99;49,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423017;44999;06/04/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418032;45015;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418032;45016;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3211011;38875;06/04/2020;31/12/2021;99;49,5
180;SALE 2021 CORRETA;M3219003;39956;26/12/2020;31/03/2021;119;59,5
180;SALE 2021 CORRETA;M3219003;39958;26/12/2020;31/03/2021;119;59,5
180;SALE 2021 CORRETA;M3219003;39966;26/12/2020;31/03/2021;119;59,5
168;50% COLECAO ESTOQUE;M3118044;33466;07/05/2020;31/12/2021;149;74,5
180;SALE 2021 CORRETA;M3119014;32812;26/12/2020;31/03/2021;149,9;74,95
180;SALE 2021 CORRETA;M3119014;32819;26/12/2020;31/03/2021;149,9;74,95
169;50% - JEANS + POESIA CONCRETA;M3113010;32832;19/05/2020;31/12/2021;149;74,5
170;5% COLECAO NOVA;M3229006;38709;21/05/2020;31/12/2021;159;151,05
169;50% - JEANS + POESIA CONCRETA;M3215015;39995;19/05/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M3215017;40004;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3215019;40012;19/05/2020;31/12/2021;149;74,5
168;50% COLECAO ESTOQUE;M3219009;40019;07/05/2020;31/12/2021;99;49,5
180;SALE 2021 CORRETA;M3411009;45297;26/12/2020;31/03/2021;99;49,5
180;SALE 2021 CORRETA;M3220005;43230;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3220005;43233;26/12/2020;31/03/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M3418002;43287;19/05/2020;31/12/2021;169;84,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421005;43686;06/04/2020;31/12/2021;219;109,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3421005;43687;06/04/2020;31/12/2021;219;109,5
180;SALE 2021 CORRETA;M3119003;32755;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;32758;26/12/2020;31/03/2021;129,9;64,95
180;SALE 2021 CORRETA;M3119003;32761;26/12/2020;31/03/2021;129,9;64,95
169;50% - JEANS + POESIA CONCRETA;M3426001;45599;19/05/2020;31/12/2021;179;89,5
169;50% - JEANS + POESIA CONCRETA;M3426001;45609;19/05/2020;31/12/2021;179;89,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3110019;38749;23/03/2021;30/06/2021;109;76,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3110019;38752;23/03/2021;30/06/2021;109;76,3
174;BLACK 2020;M3410006;43748;10/11/2020;31/12/2021;99;49,5
168;50% COLECAO ESTOQUE;M3122040;36255;07/05/2020;31/12/2021;329;164,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415001;43954;06/04/2020;31/12/2021;189;94,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3415001;43961;06/04/2020;31/12/2021;189;94,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3414003;44637;06/04/2020;31/12/2021;129;64,5
169;50% - JEANS + POESIA CONCRETA;M3420009;45320;19/05/2020;31/12/2021;129;64,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3429008;45408;06/04/2020;31/12/2021;119;59,5
168;50% COLECAO ESTOQUE;M3115030;35190;07/05/2020;31/12/2021;179;89,5
174;BLACK 2020;M2922031;29867;10/11/2020;31/12/2021;299,9;149,95
168;50% COLECAO ESTOQUE;M3115019;32946;07/05/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3121048;37199;06/04/2020;31/12/2021;239;119,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418018;44202;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420005;44244;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418027;44287;06/04/2020;31/12/2021;179;89,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3411007;44306;06/04/2020;31/12/2021;59;29,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3118060;34590;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412011;44045;06/04/2020;31/12/2021;159;79,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3420007;44519;06/04/2020;31/12/2021;149;74,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424029;44673;06/04/2020;31/12/2021;79;39,5
169;50% - JEANS + POESIA CONCRETA;M3422012;44681;19/05/2020;31/12/2021;259;129,5
169;50% - JEANS + POESIA CONCRETA;M3424028;45553;19/05/2020;31/12/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3411013;45660;19/05/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3422014;45698;06/04/2020;31/12/2021;229;114,5
169;50% - JEANS + POESIA CONCRETA;M3415011;44985;19/05/2020;31/12/2021;179;89,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3424030;44996;06/04/2020;31/12/2021;109;54,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3410002;43275;06/04/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3412008;44303;06/04/2020;31/12/2021;79;39,5
169;50% - JEANS + POESIA CONCRETA;M3415007;45562;19/05/2020;31/12/2021;159;79,5
169;50% - JEANS + POESIA CONCRETA;M3415007;45563;19/05/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3119003;32001;26/12/2020;31/03/2021;129,9;64,95
169;50% - JEANS + POESIA CONCRETA;M3419007;47318;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3419007;47320;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3419007;47321;19/05/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3419007;47324;19/05/2020;31/12/2021;139;69,5
180;SALE 2021 CORRETA;M3623019;52996;26/12/2020;31/03/2021;99;49,5
169;50% - JEANS + POESIA CONCRETA;M3412022;46355;19/05/2020;31/12/2021;89;44,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3419008;46778;06/04/2020;31/12/2021;139;69,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3419008;46779;06/04/2020;31/12/2021;139;69,5
169;50% - JEANS + POESIA CONCRETA;M3423029;46782;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3412030;47114;19/05/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3412030;47115;19/05/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3412030;47116;19/05/2020;31/12/2021;119;59,5
180;SALE 2021 CORRETA;M3619017;51309;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619017;51557;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3619017;51560;26/12/2020;31/03/2021;149;74,5
180;SALE 2021 CORRETA;M3624048;52169;26/12/2020;31/03/2021;87;43,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3711002;54238;23/03/2021;30/06/2021;99;69,3
169;50% - JEANS + POESIA CONCRETA;M3414010;46958;19/05/2020;31/12/2021;119;59,5
169;50% - JEANS + POESIA CONCRETA;M3424043;46965;19/05/2020;31/12/2021;89;44,5
169;50% - JEANS + POESIA CONCRETA;M3424044;46973;19/05/2020;31/12/2021;79;39,5
180;SALE 2021 CORRETA;M3618031;52594;26/12/2020;31/03/2021;199;99,5
180;SALE 2021 CORRETA;M3618031;52596;26/12/2020;31/03/2021;199;99,5
180;SALE 2021 CORRETA;M3623022;52251;26/12/2020;31/03/2021;86;43
169;50% - JEANS + POESIA CONCRETA;M3412027;46474;19/05/2020;31/12/2021;69;34,5
176;BLACK 2020;M3628014;50715;13/11/2020;31/12/2021;219;153,3
180;SALE 2021 CORRETA;M3512015;50471;26/12/2020;31/03/2021;109;54,5
180;SALE 2021 CORRETA;M3512015;50473;26/12/2020;31/03/2021;109;54,5
174;BLACK 2020;M3528084;50448;10/11/2020;31/12/2021;199;99,5
174;BLACK 2020;M3528084;50450;10/11/2020;31/12/2021;199;99,5
169;50% - JEANS + POESIA CONCRETA;M3415008;46051;19/05/2020;31/12/2021;169;84,5
180;SALE 2021 CORRETA;M3624020;51622;26/12/2020;31/03/2021;99;49,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528005;48796;23/03/2021;30/06/2021;139;69,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528005;48798;23/03/2021;30/06/2021;139;69,5
180;SALE 2021 CORRETA;M3624038;51852;26/12/2020;31/03/2021;94;47
180;SALE 2021 CORRETA;M3420011;48070;26/12/2020;31/03/2021;149;74,5
174;BLACK 2020;M3512002;48674;10/11/2020;31/12/2021;89;44,5
174;BLACK 2020;M3512002;48676;10/11/2020;31/12/2021;89;44,5
176;BLACK 2020;M3621013;51154;13/11/2020;31/12/2021;159;111,3
176;BLACK 2020;M3621013;51155;13/11/2020;31/12/2021;159;111,3
180;SALE 2021 CORRETA;M3618021;51235;26/12/2020;31/03/2021;174;87
180;SALE 2021 CORRETA;M3623023;52394;26/12/2020;31/03/2021;88;44
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3411010;46108;06/04/2020;31/12/2021;99;49,5
193;PROMOCAO MOLETOM 30;M3528049;49471;10/03/2021;30/06/2021;179;89,5
170;5% COLECAO NOVA;M3423021;46041;21/05/2020;31/12/2021;79;75,05
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3425010;46239;06/04/2020;31/12/2021;159;79,5
169;50% - JEANS + POESIA CONCRETA;M3420004;46984;19/05/2020;31/12/2021;149;74,5
180;SALE 2021 CORRETA;M3619031;52610;26/12/2020;31/03/2021;124;62
180;SALE 2021 CORRETA;M3619031;52614;26/12/2020;31/03/2021;124;62
180;SALE 2021 CORRETA;M3619031;52615;26/12/2020;31/03/2021;124;62
180;SALE 2021 CORRETA;M3619031;52617;26/12/2020;31/03/2021;124;62
180;SALE 2021 CORRETA;M3619031;52618;26/12/2020;31/03/2021;124;62
169;50% - JEANS + POESIA CONCRETA;M3415009;45979;19/05/2020;31/12/2021;159;79,5
180;SALE 2021 CORRETA;M3619030;52782;26/12/2020;31/03/2021;139;69,5
180;SALE 2021 CORRETA;M3619041;52456;26/12/2020;31/03/2021;0;0
176;BLACK 2020;M3528071;49982;13/11/2020;31/12/2021;229;160,3
176;BLACK 2020;M3528071;49983;13/11/2020;31/12/2021;229;160,3
174;BLACK 2020;M3528046;49985;10/11/2020;31/12/2021;119;59,5
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3423020;45978;06/04/2020;31/12/2021;69;34,5
174;BLACK 2020;M3512002;48662;10/11/2020;31/12/2021;89;44,5
176;BLACK 2020;M3528067;50067;13/11/2020;31/12/2021;199;139,3
180;SALE 2021 CORRETA;M3624020;51819;26/12/2020;31/03/2021;99;49,5
193;PROMOCAO MOLETOM 30;M3528051;49495;10/03/2021;30/06/2021;179;89,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528058;49650;23/03/2021;30/06/2021;99;69,3
180;SALE 2021 CORRETA;M3623024;52712;26/12/2020;31/03/2021;68;34
174;BLACK 2020;M3512011;49632;10/11/2020;31/12/2021;99;49,5
180;SALE 2021 CORRETA;M3610018;52475;26/12/2020;31/03/2021;126;63
194;PROMOCAO VENTO DE MUDANCAS 30%;M3610022;52959;23/03/2021;30/06/2021;99;69,3
163;FLASH SALE ATACADO -CICLOS E NIRVANA 60%;M3418048;46434;06/04/2020;31/12/2021;149;74,5
169;50% - JEANS + POESIA CONCRETA;M3415025;46927;19/05/2020;31/12/2021;199;99,5
169;50% - JEANS + POESIA CONCRETA;M3415025;46934;19/05/2020;31/12/2021;199;99,5
180;SALE 2021 CORRETA;M3413034;48966;26/12/2020;31/03/2021;139;69,5
193;PROMOCAO MOLETOM 30;M3528013;48984;10/03/2021;30/06/2021;189;94,5
176;BLACK 2020;M3528062;49926;13/11/2020;31/12/2021;219;153,3
176;BLACK 2020;M3528057;49649;13/11/2020;31/12/2021;179;125,3
180;SALE 2021 CORRETA;M3628010;50616;26/12/2020;31/03/2021;229;114,5
194;PROMOCAO VENTO DE MUDANCAS 30%;M3623037;1040174;23/03/2021;30/06/2021;109;76,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3623037;1040177;23/03/2021;30/06/2021;109;76,3
194;PROMOCAO VENTO DE MUDANCAS 30%;M3528026;49173;23/03/2021;30/06/2021;139;69,5
176;BLACK 2020;M3628014;50722;13/11/2020;31/12/2021;219;153,3
169;50% - JEANS + POESIA CONCRETA;M3420008;46039;19/05/2020;31/12/2021;149;74,5
